,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
19913,20354,4,1,3,0,1,RT @reshell_: Keshun be like it aint nothing to cut that bitch nawl it aint &#128557;&#128514;&#128514;
23370,23856,3,1,2,0,1,You lil stupid ass bitch I ain't fucking with you
13990,14330,3,0,0,3,2,RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;
6812,7003,3,1,2,0,1,@pablofunes_ Oh totes girl. I'm also blasting Mayday and wearing an oversized hoodie. Get at me queer
23445,23934,3,1,2,0,1,You was nothing but a dirty whore!!! Fuck you bitch
10222,10499,3,0,0,3,2,"I don't know what's more stressful, midterms or flappy birds."
14182,14523,3,0,3,0,1,RT @AndreShakti: Just took electric stim to my pussy! Eeek! Back on @KinkLive in 5 mins! http://t.co/41apcwSmQN
23788,24283,3,0,0,3,2,egg nog taste like what bird doodoo look like
9515,9775,6,0,6,0,1,Goodnight bitches (with a lisp)
7895,8116,3,0,3,0,1,Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through
21838,22304,3,0,3,0,1,These niggas run they mouth like bitches
11344,11635,3,1,2,0,1,I'm not the type to fight no bitch over a nigga im the type to say fucc that &amp; take his Bitch &#9995;&#128514;&#128527;
5705,5868,3,0,3,0,1,@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.
11576,11870,3,0,3,0,1,"If that pussy aint Organic, Preservative free, No growth hormones, fresh, USDA approved, i aint fuckin with it."
22279,22750,3,0,0,3,2,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!
12848,13167,3,0,3,0,1,Might buy your bitch a bag this weekend idk
11797,12096,3,1,2,0,1,In elementary school I tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.
8723,8966,3,0,3,0,1,Did la mulatta just refer to herself as a darkie? @thejournalista @huny @gwarbucks @tygress
12309,12621,3,0,3,0,1,"Lame mcs still let hoes in stilettos play them those hoes nothin
 
To us we aint pimps but they still cant press this average @JoeBudden"
19520,19954,3,0,3,0,1,RT @lil_dannyyy: It ain't nothing to cut that bitch off &#10071;&#65039;
18785,19201,3,0,3,0,1,"RT @collegefession: ""I rub orange peels on my dick before I go out cuz I don't want these bitches to catch a cold. #VitaminSemen"" - Prairie&#8230;"
14733,15087,3,0,1,2,2,RT @ClutchLikeMJ: Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;
8410,8644,3,0,1,2,2,"Char-broiled #cod, yellow #rice, saut&#233;ed spinach and artichoke hearts. Made with love for @voxpulchra.&#8230; http://t.co/vWjWlghRGO"
3123,3202,3,0,3,0,1,@EmmanuelRodz11 WILLIAN up in that hoe &#128514;&#128514;&#128514;&#128514;
13802,14139,3,2,1,0,0,People who live in #theNetherlands are unwashed trash.
17370,17765,3,0,3,0,1,RT @SomthinBoutSara: When I hear a baby cry at a restaurant I can literally feel my pussy slam a door closed and throw out the gone fishing&#8230;
13800,14137,3,2,0,1,0,"People who go to church in Hollywood, CA are all white trash filth."
13448,13779,3,1,2,0,1,Not my fault yo bitch wanna flip me
2367,2416,3,0,3,0,1,@AbusiveMen You're a fucking pussy
10197,10473,3,0,3,0,1,I don't fck wit those luvv... RT @_swishaas: &#8220;@11wdNICK: who's pussy better then a crazy bitch?&#8221; Apparently thots &#128530;
7029,7226,3,2,0,1,0,@sho_time_ @MitchVorce chill ur pussy gay af
4419,4550,3,0,0,3,2,"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?"
15918,16287,3,0,3,0,1,RT @KINGTUNCHI_: I need a new bitch !
19600,20036,3,0,1,2,2,"RT @m_amrhein: Luckily for my friends I'm a yellow belt in karate, which is unfortunate for the bonner dudes #lookout"
7602,7817,3,0,3,0,1,"All my young boys round me saying ""get money and fuck these hoes"""
2255,2300,3,0,3,0,1,"4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I'm lookin for a increase.."
7855,8076,3,0,3,0,1,"Autocorrect makes my ""how's life"" change to hoes life. What the duck."
5213,5368,3,1,2,0,1,@YeIIowbang mannn Mexicans in Houston LOVE their high school freshman hoes
16404,16777,3,0,0,3,2,"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;"
3315,3401,3,2,1,0,0,@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA
4147,4269,3,1,2,0,1,@MmmPrexton lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......
3685,3792,3,0,3,0,1,@JonJanke @Deadspin @jtrimbl3 You sound like you're pussy whooped. #freelikeabird
21146,21602,3,0,0,3,2,Stayin up late to watch #Ichiro #Yankees
14602,14952,3,0,3,0,1,"RT @CarmeelaCuuh: I be like wassup bitch?!
&#175;\( &#728;o&#728;)/&#175;
 ) )
 | \
 | |_
""huh? nothing""

 that's what I thought hoe.
(&#728;o&#728; )
 &lt;) &#8230;"
18752,19167,3,0,3,0,1,RT @cheyycheyy8: Rivers is seriously a bitch. Don't throw your hands around like a 5 year old bc something didn't go right. Lol
1311,1340,6,0,5,1,1,&#8220;@ICEom @SupurMario27 coolin my nig ( @1TIMMYTEE voice)&#8221; uhhee ( @ICEom laugh)
10061,10334,6,0,5,1,1,I beat the pussy up- yg
11353,11644,3,0,3,0,1,I'm on my fuck that bitch shit
15668,16034,3,0,0,3,2,RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi
19208,19636,3,0,3,0,1,"RT @iadorewomen_: #IfWeDate 
Get rid of Your Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

Get rid of Your hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't Need No interference
&#128525;&#128145;&#128107;&#128141;&#128536;&#128143;&#10084;&#65039;&#128175;"
16369,16742,3,0,2,1,1,RT @Manny_bermudez2: Back in this bitch
4595,4731,3,2,1,0,0,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers))
3275,3361,3,2,1,0,0,"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots."
10445,10723,3,0,3,0,1,I hate bitches who thinks everyone wants their nasty ass like no &#9995; you're not cute &#128530;
18386,18795,3,0,3,0,1,RT @__Stackzz: &#8220;@VoiceOfDStreetz: &#8220;@__Stackzz: @VoiceOfDStreetz lol for what?&#8221; Lol you dissing us&#8221;&#128514;&#128514;&#128514; shut up bitch
22571,23047,3,0,3,0,1,"Well,is he gonna take da bitch or naw?"
5529,5687,3,0,3,0,1,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle
7622,7838,3,0,3,0,1,All the snacks in this bitch &#128516;
17957,18360,3,0,2,1,1,RT @UsGEMINIS: #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!
19665,20102,3,0,0,3,2,RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;
3906,4020,3,2,1,0,0,@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?
11056,11341,3,0,0,3,2,I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?
12747,13064,6,0,6,0,1,Man this bitch smells like cheap lip stick
2373,2422,3,0,3,0,1,@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.
16748,17133,3,0,3,0,1,RT @OGsmoky: @_100d I'm tryna smoke some dope in that bitch lol
23878,24375,3,0,2,1,1,greatwhiteprivilege: straight people are like &#8220;can we all just be nice to each other&#8221; and queer people are... http://t.co/MiKfbLNZII
19427,19859,3,2,1,0,0,RT @kevnasto: I would rather fuck a fat chick than allow a nigger into my house.
8045,8270,6,2,4,0,1,Bitch duck on whore ass slut cunt ha Biden it's Gucci. Tho whatever. Nigea @mdsaab1 @t_jawad89
897,916,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lingerie | Bitch in lingerie getting her wet cunt pounded http://t.co/Jp4r2vPyCb"
14393,14736,3,0,3,0,1,RT @Bill_Nye_Tho__: according to this data you a bitch ass nigga
5797,5962,3,0,3,0,1,@damnit_mannn @RoJustDGAF not over no twitter shit. Plus youre a female. You letting a dumb sloppy body ignorant bitch speak for 13k people
22783,23262,3,0,0,3,2,Where would me life be without God and @levimitchell.....seriously I'd probably be living In a trash can haha!&#128514;
10417,10695,3,0,3,0,1,"I had liked this one bitch but, she always was in some shit causing some fucking drama"
24271,24775,3,0,3,0,1,niggas not stepping up they still tryna get back in the day kinda pussy lol
14415,14758,3,1,2,0,1,RT @BlackkHippiee: White girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig&#8230;
2832,2901,3,2,0,1,0,@CheCha__ be gone my nigguh
16648,17031,3,0,0,3,2,"RT @NightValeRadio: A quick lesson on the birds and the bees: The birds are looming, oily, sudden. The bees are bulbous, shrieking, hungry.&#8230;"
13232,13559,6,0,5,1,1,Never put nothin pass these hoes cause all of these hoes straight ratchet
23802,24297,3,0,3,0,1,"every time i try to quit smoking, some dumb bitch always gotta be fucking annoying and try my patience lmfao"
10005,10277,3,0,3,0,1,I almost was nice once.. Then I realized people need to toughen up and stop being such emotional bitches
17736,18137,3,0,3,0,1,"RT @TheVoiceOfMiami: I don't care how much pussy I get, I still got to jack my dick..."
23328,23814,3,0,3,0,1,You hoes AINT fucking with me &#128526;&#128526; http://t.co/abITIixmhz
13993,14333,3,0,3,0,1,RT @1CaptainDrew: Supp wigga
16804,17189,3,0,0,3,2,"RT @OmarImranTweets: Media be like:

*Muslim whale attacks US Navy*
*Muslim tiger attacks Zookeeper*
*Muslim bird attacks Eiffel Tower*
*Mu&#8230;"
12093,12402,3,0,3,0,1,Jonica look like a hoe from 55th and superior &#128514;&#128514;
8990,9239,3,2,0,1,0,Every spic cop in #LosAngeles is loyal to the #LatinKings
4385,4515,3,0,3,0,1,@PamSchep This bitch is not only an idiot but a troll! #spamblocked so keep spewing ur shit @CalFreedomMom @RalphyBoyUSA @ABC @scottddolan
1826,1864,3,0,3,0,1,&#8220;@koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;
714,725,3,0,1,2,2,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!
23741,24235,3,0,2,1,1,darf retarded lol
2152,2197,3,1,2,0,1,*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick: Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.
14177,14518,6,0,6,0,1,"RT @Amys22Cents I need to hit the lottery yo, this work shit??? For the fucking birds!"
18009,18413,3,0,3,0,1,RT @WORIDSTARHlPHOP: These bitches putting their soul in this routine &#128514;&#128514;&#128514; http://t.co/xPjZIvNGAo
7662,7878,3,3,0,0,0,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
23933,24430,3,0,3,0,1,hoes pick me like dandelions #PickMe
22838,23317,3,0,1,2,2,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden
10715,10995,3,0,3,0,1,I love how hoes be like omg warped tour yayyyyy #gaaaaaaaaaaaay
6391,6574,6,1,5,0,1,@keongetsbitches fag &#128155;
2466,2517,3,0,0,3,2,@Ants_SNEweather Well you got to see pom-pom Pete
13848,14187,6,0,6,0,1,Pink champagne for my boo thang she a bad bitch I hope that she don't trade me
23643,24137,4,0,4,0,1,bitch u kno my game tight
5007,5156,3,0,0,3,2,@Titan4Ever2488 how do Yankees fans look back on Gary Sheffield's time with the team?
3829,3939,3,0,3,0,1,@KingHorseDick bitch you know the lingo hoe lol
14216,14557,3,0,2,1,1,RT @Arie_0723: Don't be a bitch to someone who can out bitch you.
5395,5552,3,0,3,0,1,@_chrisbrownn14 fuck bitches get money
7251,7458,3,0,3,0,1,@vbyrd_32 dam this hoes should be working at Microsoft
18462,18871,6,2,4,0,1,RT @_imjustvee: ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka&#128520;
12435,12747,3,0,2,1,1,Like my twat
5242,5397,3,0,3,0,1,@YungRetweet bitch
9307,9563,3,2,1,0,0,"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games"""
17326,17721,3,0,3,0,1,RT @SirTweak_Alot: Duncanville girls cold den a hoe
15266,15626,3,0,3,0,1,RT @FuckTraVonn: @TropicalKyle I saw the xxx but I just thought she was a hoe
15827,16196,3,0,3,0,1,RT @JoeBudden: If I got hoes then I sure can&#8217;t find where I put them.. Lol
20015,20458,3,0,0,3,2,"RT @sickipedia: I drove my daughter's guinea pig to the vet's this morning. 

I'm quite handy with my new Callaway golf clubs.

#sickipedia"
3309,3395,3,0,3,0,1,@GrizzboAdams @wyattnuckels fuck you bruh you didn't show up fucking pussy
14793,15147,3,1,2,0,1,RT @CraziestSex: she killed that bitch &#128555;&#128514; http://t.co/uVS9E1gxPF
3864,3976,3,0,3,0,1,@KxRxSxB haha alright well you gotta get here and see this bitch haha you'll scare the shit outta him I already have
9092,9346,3,0,2,1,1,"Fight night tonight, go Cotto. Smack that pompous cunt down in front of millions. #MayweatherCotto"
15006,15362,3,0,3,0,1,RT @Dirrttyydan: Chi ain't no bitch then you got them Assyrian kings on California and Peterson &#128081;&#128081;
16742,17127,3,0,3,0,1,RT @OGTREEZ: Lol niggas only act nice when they think pussy is the reward. https://t.co/tH6QOq4Nep
21406,21868,3,1,0,2,2,That mocha colored chick doe&gt;&gt;&gt;&gt; think I fell in love&#128525;&#128525;&#128525;
18584,18993,3,0,0,3,2,"RT @arlingtondems: Hey Arlington Democrats! For you early birds, join us @BusboysAndPoets tomorrow. It's the Second Saturday of April. http&#8230;"
13224,13550,3,0,3,0,1,Never give the next bitch an opportunity to prosper off of your name....
13476,13807,3,0,0,3,2,Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye
5532,5690,3,1,2,0,1,"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum."
1724,1759,3,0,3,0,1,&#8220;@codyaveresch: Paint brushes over Bugattis #StundentPainters bitch&#8221; paint me like one of your French girls
15424,15787,3,1,2,0,1,"RT @HOFSportsTalk: It's okay for Michael Sam to mock Manziel, but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a&#8230;"
13684,14020,3,0,2,1,1,Only ounces and up niggah
8215,8442,3,0,3,0,1,"Brutus looking girl getting off the elevator as I'm walking into a different one... No bitch u can't come in, u can't u can't come in."
3828,3938,3,1,2,0,1,@KingEgo if I can get this bitch to go --&gt;&gt; @Wisdom_Stature
19188,19615,3,0,3,0,1,"RT @iMIKEDUNN: For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey."
9746,10011,3,0,3,0,1,"He said we gon be paying a bitch rent, I'm not even tryna buy her an extra sweet and sour sauce at McDonalds"
1497,1528,3,0,3,0,1,&#8220;@RudePost: A new breed of white girl... https://t.co/0Zsu3zQiXD&#8221; she slammed that bitch &#128527;&#128514;
14253,14594,3,1,2,0,1,"RT @Ayyee_Vonte: Why do people have A Problem with Gay People? Know what, fuck it... I Got A Problem with you Straight hoes! Now what?"
8760,9004,3,0,3,0,1,"Do we love these hoes?

&#128514; &#128514; &#128514;&#128514;&#128514;
&#128514;&#128514; &#128514; &#128514; &#128514;
&#128514; &#128514; &#128514; &#128514; &#128514;
&#128514; &#128514;&#128514; &#128514; &#128514;
&#128514; &#128514; &#128514;&#128514;&#128514;"
3951,4068,3,0,3,0,1,@LoVeZanda so everybody knw I mis-spell shit &#128514;... ion proof read shit!!! let ah bitch call me dumb ima back dey ass up &#128526;
20915,21366,3,0,3,0,1,Smoking Brooklyn got me high as giraffe pussy
8117,8343,3,0,3,0,1,Blow up the pussy like Hussein. Bitch look at me crazy like who's sane? @RavenxMiyagi
17012,17402,3,0,3,0,1,RT @RahleeFranklin: This bitch got a body like Trey Songz &#128514; http://t.co/KSiqmY4W8D
6148,6325,6,0,5,1,1,@idclogan bad ass bitch!
586,596,3,0,3,0,1,"""When im done with a hoe i pass her to the squad"" G!!!!!!!!!!!!!!!!!!!!!!!!"
9517,9777,3,0,3,0,1,Goodnight pretty bitches n real niggas fuck da rest
1009,1032,3,0,3,0,1,"&#128514;&#128557; RT @kiaaXO_: RT @sweetbre_xo: Lmfao ""@BeingMsDaisy: WTF kinda pussy my mom think I got, buying this shit. &#128530;&#9995; http://t.co/uZvnXQFMFn"""
11679,11977,3,0,3,0,1,If you will fuck or try and fuck ya niccas girl .. You a buster lol
20344,20790,3,0,2,1,1,RT @wrongmusicvine: #MusicThatDoesntMatch These hoes aint loyal! http://t.co/prXCfleT2W
2524,2579,3,1,2,0,1,@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.
16315,16687,3,0,3,0,1,RT @Lydsortiz: Knew a bad bitch but she was kinda slow
9869,10137,3,0,2,1,1,Hokis pokis bitch!
13355,13683,3,2,1,0,0,Niggas wear wigs more than bitches these days.
9703,9968,3,0,3,0,1,"Having ""them hoes"" gets old, well it has gotten old already."
6900,7095,3,2,1,0,0,"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere."
24694,25206,3,0,3,0,1,why do hoes think its a good idea to air out their dirty laundry at a public place? bitch im tryna enjoy my burrito
14687,15039,3,0,0,3,2,RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;
5738,5902,3,0,0,3,2,@christianvansly haha I'm shocked barca got more yellow cards this time
18772,19188,3,0,3,0,1,RT @ckillaTRIPPY: Im a knock the pussy out like fight night
9169,9425,3,0,3,0,1,Forte just trucked dude hoe ass lol
10441,10719,3,1,2,0,1,I hate bitches but ugly and//or fat bitches are the worst
22092,22560,3,0,3,0,1,This lit bitch jayonna in the class im an aide in is SOOO FUNNY
12191,12501,3,0,3,0,1,"Kanyes verse on ""I won"" is making hoes feel like trophies for real."
10273,10551,3,0,3,0,1,"I dress how I feel, if I felt like a bitch id dress like one"
6497,6680,3,0,0,3,2,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*
10275,10553,3,0,3,0,1,I eat generic Oreos.. Baller with a budget bitch.
21619,22082,3,1,2,0,1,"The streets a dirty hoe, niggad try to wife it though."
8219,8446,6,0,6,0,1,"Bt dubz, ur best pals bitch about u to me quite often... #stoplivingafuckinglie #hatredisincreasing"
23150,23634,4,0,3,1,1,Yeen no real nicca if yeen got no porn sites n your internet history
21538,22000,3,1,2,0,1,The browns schedule for the first half of the year is literally retarded easy.
18585,18994,4,0,4,0,1,RT @army_constancio: &#8220;@1ProudMahomiee: @army_constancio http://t.co/15iZirYyMj&#8221; bitches have me like..
19248,19676,3,0,3,0,1,RT @imGuccinizz: Quit it with that you got hoes shit you ain't got a got damn thanggg witcha ugly ass !!!!!!!
9783,10049,3,0,0,3,2,"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine."
7030,7227,3,1,2,0,1,@shoe1945 @NotoriousBM95 @333England shut ur faggot ass up you thirsty pussy
23489,23980,3,0,3,0,1,Your bitch choosing just Let'R!
12938,13257,3,0,3,0,1,My 2014 saying is bitch go get yo nigga hoe cuz I'm gonna beat yo ass just like am gonna beat nigga bitch go get yo nigga
16144,16514,4,0,4,0,1,RT @Larissa_x33: you be smokin my dick bitch
12582,12895,3,0,3,0,1,Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho #salute
3400,3488,6,4,2,0,0,@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.
5510,5668,3,0,3,0,1,@alyssadugan15 cry about it. You still can't even talk to me even though I'm supposedly the shady bitch that won't confront you lol
508,517,3,0,3,0,1,"""In My Mind""
Gotta be the dumb hoe anthem..."
3937,4053,3,1,2,0,1,@LittleNamms @karon_avila She doin homework you jiggaboo. Let her be
6744,6932,3,0,3,0,1,@mynamesryann @Caroline_Poe called her a cunt too
20705,21154,3,0,3,0,1,She a bad bitch period. But she didn't have to get these big ass implants &#128514; fucc http://t.co/Dd5iu85lPx
11477,11770,3,1,2,0,1,Idk what's worse then a broke hoe with potential
13921,14261,3,0,3,0,1,Protect your bitch at all costs
17533,17932,3,0,3,0,1,RT @TORYRVGXR: I be in yo bitch pussy like http://t.co/GJXThTpjpU
2844,2914,3,1,2,0,1,@Chokmah_Makob you said good bye dumb bitch snd i said ok..what is it with you white devils...i have nothing for you vampire lover of blood
2242,2287,3,1,2,0,1,"2Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches"
19643,20080,3,0,3,0,1,RT @maya_hampton: @whateverduuude ily ur a bad bitch
8674,8915,3,2,1,0,0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz."
22647,23125,3,0,3,0,1,What's up with all these bitches in bed clothes...? Walking the streets like that shit is cute.
4652,4789,6,0,5,1,1,@ScanBC hoe the cookie crisp cop is on the case.
10370,10648,3,0,3,0,1,I got more trust in drugs then these dumb ass bitches
15752,16120,3,0,3,0,1,RT @JaredLambert21: Brandon's a dumb fat chunky whore
24399,24904,3,0,3,0,1,same hoe that said i couldnt get it tryna kick it
8856,9102,3,0,3,0,1,Drinking Coronas.... These bitches are quite tasty. .
5387,5544,3,0,3,0,1,@_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p
24414,24920,3,0,1,2,2,sheryl crow being the bae
10782,11063,3,0,3,0,1,I need a new bitch
18557,18966,3,2,1,0,0,RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;
17593,17992,9,4,5,0,1,RT @TerryisBetter: What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch http://&#8230;
15785,16154,3,0,3,0,1,RT @JazzRiley: Wat type of bitch ass nigga rape a innocent female
1045,1068,3,0,3,0,1,&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB
12788,13105,3,0,3,0,1,Maybe if you weren't such a conceited bitch more people would like you.
6126,6303,6,0,6,0,1,@iLLEGALLYBadd my boy said this last night. I'll be in the gym Bc I refuse to be sloppy like these bad built bitches lol
3763,3871,3,0,3,0,1,@KatieFraaancis bitch nigga
2742,2810,6,1,5,0,1,@CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit
14417,14760,3,2,1,0,0,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...
10481,10759,3,1,2,0,1,I hate those kids in your class that are always complaining and just being a bitch/douche to the teacher
5208,5363,3,0,0,3,2,@Yankees ugh
23596,24089,3,1,2,0,1,bad bitch bouncing on my pogo screamin yolo - that nigga juelz
21088,21541,3,0,2,1,1,"Sometimes ppl stay married cuz it's convenient. When u constantly bitch &amp; complain &amp; sleep in separate rooms, it's time to reevaluate."
17699,18099,3,0,3,0,1,RT @TheOnlyReed: Pete carroll prolly got the hoes lined up for his players after the game bruh
22692,23170,3,1,0,2,2,When did Miley turn ghetto?
14176,14517,3,0,0,3,2,RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;
1387,1416,3,0,3,0,1,&#8220;@LongMoneyTonyy: @vintage_monroe_ DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me
19132,19558,3,0,3,0,1,RT @iAm_Sashaa: get with the winning team hoe &#128523;
9009,9260,3,0,3,0,1,Everyone liked evil me. This me is a pussy. Fuck compassion.
4662,4799,3,0,0,3,2,@ScottFerrall @HowardStern PHOTOS: Kate Upton cheers on the Yankees at last night's game http://t.co/Q2SVYRHUDu
19064,19489,3,1,2,0,1,"RT @greco_joel: Me: let's try a 2nd attempt of my first day of work
The cold: haha yeah right I fucked your car and your bitch"
14920,15276,3,0,3,0,1,"RT @DamondDAWG: ""Peek a boo bitch, swag scare ya kids"" RT @Now_Thats_Fresh: What's Tyga's worst bar? #TygaBars"""
11325,11615,3,0,3,0,1,"I'm nice to everyone, but don't let this pretty smile confuse you, because i can turn to bitch in nanoseconds."
1654,1689,6,0,6,0,1,&#8220;@_TheCrownedHead: what if I tell y'all I'm trying to turn up for bayou classic #drinker &#128520;&#8221; bitch you got the id.
5168,5320,3,1,2,0,1,@WyattNuckels @DarienDaywalt hear that you dumb bitch he said no one likes you!!!!! #ohshitnigga
9879,10148,3,0,0,3,2,Home to chicken and penne Alfredo and Oreos and banjo
19127,19552,3,1,2,0,1,RT @iAmLekan_: Lmaoo nigger is scared &#128540; &#8220;@Damolabond: So results are supposed to be out today Lol lol&#8221;
4420,4551,3,1,2,0,1,@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.
12553,12865,3,1,2,0,1,Lmfao niggas was going ham on the trash can in class.
2571,2628,3,0,1,2,2,"@BeavisCumia @jimmysdong
Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein"
5513,5671,3,2,1,0,0,@amarierubio chink eyed !
9283,9539,6,1,5,0,1,Fuck the rockets and everything they get with d Howard bitch ass. Signed bitter laker fan. Lol
11174,11461,3,0,3,0,1,I'll go to class the last 30 minutes of that hoe
15649,16015,3,0,3,0,1,RT @InToneTheyLust_: These hoes don't give a fuck if you got a girl or not
12294,12605,3,0,0,3,2,"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting"
15358,15721,3,0,3,0,1,"RT @GoldenBella_: If a bitch could be okay with fucking a man knowing he has a girl, she's a hoe! That's it."
342,347,3,0,3,0,1,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon"
2804,2872,4,0,4,0,1,@CeeRoss shoulda told her yeah if I can take you home for pussy lol
17169,17561,3,0,0,3,2,RT @SOMEXlCAN: Who needs Twinkies? When you got Gansitos?
1728,1763,3,0,0,3,2,&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers
16599,16981,3,0,0,3,2,"RT @Nachumlist: Charlie Rangel: &#180;The Things We
Believe in Are Spiritual Damn Things&#180; http://t.co/NwgiJ1mjia"
16491,16869,3,0,1,2,2,"RT @MizzCreme: Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;"
19564,19999,3,2,1,0,0,RT @lmfaohilarious: Never go full retard http://t.co/LMk3TX5ViC
4269,4395,3,1,2,0,1,@Nick_Coffee bitch i hit you with the dm and a nigga aint dm back
21428,21890,3,3,0,0,0,That shade of faggot clashes with your eye color.
2884,2954,3,0,3,0,1,@Coley_Cee my bad bitch ayeee http://t.co/GrHTDie9dz
22185,22654,3,0,3,0,1,Tickets hoe http://t.co/lPCS9Abo7W
21875,22342,3,0,0,3,2,They must be Russian birds! Russian birds are known for invading Chiminea. @SaintRPh @KimMarcumTexas
18777,19193,3,0,3,0,1,RT @cocainebungy: Mckean Mckean lol hate half the people there lol weird ass hoes lol corny ass food ( I still kill that shit doe )
