"","term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"11012","save",0,0,0,0,1,0,0,1
"11013","saving",0,0,0,0,0,0,0,0
"11014","savings",0,0,0,0,0,0,0,0
"11015","savor",0,1,1,0,1,1,0,1
"11016","savory",0,0,0,0,0,0,0,0
"11017","savvy",0,0,0,0,0,0,0,0
"11018","sawdust",0,0,0,0,0,0,0,0
"11019","sax",0,0,0,0,0,0,0,0
"11020","saxophone",0,0,0,0,0,0,0,0
"11021","scab",0,0,0,0,0,0,0,0
"11022","scabbard",0,0,0,0,0,0,0,0
"11023","scaffold",0,0,0,1,0,0,0,0
"11024","scaffolding",0,0,0,0,0,0,0,0
"11025","scale",0,0,0,0,0,0,0,0
"11026","scales",0,0,0,0,0,0,0,0
"11027","scallop",0,0,0,0,0,0,0,0
"11028","scalp",0,0,0,0,0,0,0,0
"11029","scalpel",0,0,0,1,0,0,0,0
"11030","scaly",0,0,0,0,0,0,0,0
"11031","scan",0,0,0,0,0,0,0,0
"11032","scandal",0,0,0,1,0,0,0,0
"11033","scandalous",1,0,0,0,0,0,0,0
"11034","scanty",0,0,0,0,0,0,0,0
"11035","scape",0,0,0,0,0,0,0,0
"11036","scapegoat",1,0,0,1,0,0,0,0
"11037","scar",1,0,1,1,0,1,0,0
"11038","scarab",0,0,0,0,0,0,0,0
"11039","scarce",0,0,0,1,0,1,0,0
"11040","scarcely",0,0,0,0,0,1,0,0
"11041","scarcity",1,0,0,1,0,1,0,0
"11042","scare",1,1,0,1,0,0,1,0
"11043","scarecrow",0,0,0,1,0,0,0,0
"11044","scarf",0,0,0,0,0,0,0,0
"11045","scarlet",0,0,0,0,0,0,0,0
"11046","scatter",0,0,0,0,0,0,0,0
"11047","scattered",0,0,0,0,0,0,0,0
"11048","scattering",0,0,0,0,0,0,0,0
"11049","scavenger",0,0,0,0,0,0,0,0
"11050","scene",0,0,0,0,0,0,0,0
"11051","scenery",0,0,0,0,0,0,0,0
"11052","scenic",0,0,0,0,0,0,0,0
"11053","scent",0,0,0,0,0,0,0,0
"11054","sceptical",0,0,0,0,0,0,0,1
"11055","scepticism",0,0,0,0,0,0,0,0
"11056","schematic",0,0,0,0,0,0,0,0
"11057","scheme",0,0,0,0,0,0,0,0
"11058","schism",1,0,0,0,0,0,0,0
"11059","schizophrenia",1,0,1,1,0,1,0,0
"11060","scholar",0,0,0,0,0,0,0,0
"11061","scholarly",0,0,0,0,0,0,0,0
"11062","scholarship",0,0,0,0,1,0,0,0
"11063","school",0,0,0,0,0,0,0,1
"11064","schoolboy",0,0,0,0,0,0,0,0
"11065","schooling",0,0,0,0,0,0,0,0
"11066","schoolmaster",0,0,0,0,0,0,0,0
"11067","schooner",0,0,0,0,0,0,0,0
"11068","sciatica",0,0,0,0,0,0,0,0
"11069","science",0,0,0,0,0,0,0,0
"11070","scientific",0,0,0,0,0,0,0,1
"11071","scientist",0,1,0,0,0,0,0,1
"11072","scintilla",0,0,0,0,0,0,0,0
"11073","scintillation",0,0,0,0,0,0,0,0
"11074","scintillator",0,0,0,0,0,0,0,0
"11075","scion",0,0,0,0,0,0,0,0
"11076","scissors",0,0,0,0,0,0,0,0
"11077","scoff",1,0,1,0,0,0,0,0
"11078","scold",1,0,1,1,0,1,0,0
"11079","scolding",1,0,0,0,0,0,0,0
"11080","scoop",0,0,0,0,0,0,0,0
"11081","scope",0,0,0,0,0,0,0,0
"11082","scorching",1,0,0,0,0,0,0,0
"11083","score",0,1,0,0,1,0,1,0
"11084","scores",0,0,0,0,0,0,0,0
"11085","scorn",1,0,0,0,0,0,0,0
"11086","scorpion",1,0,1,1,0,0,1,0
"11087","scotch",0,0,0,0,0,0,0,0
"11088","scoundrel",1,0,1,1,0,0,0,1
"11089","scour",0,0,0,0,0,0,0,0
"11090","scourge",1,0,0,1,0,1,0,0
"11091","scout",0,0,0,0,0,0,0,0
"11092","scrabble",0,0,0,0,0,0,0,0
"11093","scramble",0,0,0,0,0,0,0,0
"11094","scrambling",0,0,0,0,0,0,0,0
"11095","scrape",0,0,0,0,0,0,0,0
"11096","scrapie",1,0,0,1,0,1,0,0
"11097","scraping",0,0,0,0,0,0,0,0
"11098","scratch",0,0,0,0,0,0,0,0
"11099","scream",1,0,1,1,0,0,1,0
"11100","screaming",1,0,1,1,0,0,0,0
"11101","screech",0,0,0,1,0,0,1,0
"11102","screen",0,0,0,0,0,0,0,0
"11103","screwdriver",0,0,0,0,0,0,0,0
"11104","screwed",1,0,0,0,0,0,0,0
"11105","scribble",0,0,0,0,0,0,0,0
"11106","scribe",0,0,0,0,0,0,0,0
"11107","scrimmage",0,0,0,0,0,0,1,0
"11108","scrip",0,0,0,0,0,0,0,0
"11109","script",0,0,0,0,0,0,0,0
"11110","scriptural",0,0,0,0,0,0,0,0
"11111","scripture",0,0,0,0,0,0,0,1
"11112","scroll",0,0,0,0,0,0,0,0
"11113","scrub",0,0,1,0,0,0,0,0
"11114","scrumptious",0,0,0,0,0,0,0,0
"11115","scrupulous",0,0,0,0,0,0,0,0
"11116","scrutinize",0,1,0,0,0,0,0,0
"11117","scrutiny",0,0,0,0,0,0,0,0
"11118","sculptor",0,0,0,0,0,0,0,0
"11119","sculpture",0,0,0,0,0,0,0,0
"11120","sculptured",0,0,0,0,0,0,0,0
"11121","scum",0,0,1,0,0,0,0,0
"11122","sea",0,0,0,0,0,0,0,0
"11123","seaboard",0,0,0,0,0,0,0,0
"11124","seal",0,0,0,0,0,0,0,1
"11125","seals",0,0,0,0,0,0,0,1
"11126","seam",0,0,0,0,0,0,0,0
"11127","seaman",0,0,0,0,0,0,0,0
"11128","seamless",0,0,0,0,0,0,0,0
"11129","seamstress",0,0,0,0,0,0,0,0
"11130","seaport",0,0,0,0,0,0,0,0
"11131","sear",0,0,0,0,0,0,0,0
"11132","search",0,0,0,0,0,0,0,0
"11133","searching",0,0,0,0,0,0,0,0
"11134","seared",0,0,0,0,0,0,0,0
"11135","seaside",0,0,0,0,0,0,0,0
"11136","season",0,0,0,0,0,0,0,0
"11137","seasoned",0,0,0,0,0,0,0,0
"11138","seasoning",0,0,0,0,0,0,0,0
"11139","seat",0,0,0,0,0,0,0,0
"11140","secession",0,0,0,0,0,0,0,0
"11141","secluded",0,0,0,0,0,1,0,0
"11142","seclusion",0,0,0,1,0,0,0,0
"11143","secondary",0,0,0,0,0,0,0,0
"11144","secondhand",0,0,0,0,0,0,0,0
"11145","secrecy",0,0,0,0,0,0,1,1
"11146","secret",0,0,0,0,0,0,0,1
"11147","secretariat",0,0,0,0,0,0,0,0
"11148","secretary",0,0,0,0,0,0,0,0
"11149","secrete",0,0,1,0,0,0,0,0
"11150","secretion",0,0,1,0,0,0,0,0
"11151","secretive",0,0,0,0,0,0,0,0
"11152","secretly",0,0,0,0,0,0,0,0
"11153","sect",0,0,0,0,0,0,0,0
"11154","sectarian",1,0,0,1,0,0,0,0
"11155","sectional",0,0,0,0,0,0,0,0
"11156","sector",0,0,0,0,0,0,0,0
"11157","secular",0,1,0,0,0,0,0,0
"11158","secularism",0,0,0,0,0,0,0,0
"11159","securities",0,0,0,0,0,0,0,1
"11160","security",0,0,0,0,0,0,0,0
"11161","sedan",0,0,0,0,0,0,0,0
"11162","sedate",0,0,0,0,0,0,0,0
"11163","sedative",0,0,0,0,0,0,0,0
"11164","sedentary",0,0,0,0,0,0,0,0
"11165","sedge",0,0,0,0,0,0,0,0
"11166","sediment",0,0,0,0,0,0,0,0
"11167","sedimentary",0,0,0,0,0,0,0,0
"11168","sedition",1,0,0,0,0,1,0,0
"11169","seduce",0,0,0,0,0,0,0,0
"11170","seducing",0,0,0,0,0,0,0,0
"11171","seduction",0,0,0,0,0,0,0,0
"11172","seductive",0,1,0,0,0,0,0,0
"11173","seed",0,0,0,0,0,0,0,0
"11174","seedling",0,0,0,0,0,0,0,0
"11175","seek",0,1,0,0,0,0,0,0
"11176","seeker",0,0,0,0,0,0,0,0
"11177","seemingly",0,0,0,0,0,0,0,0
"11178","seer",0,0,0,0,0,0,0,0
"11179","seething",0,0,0,0,0,0,0,0
"11180","segment",0,0,0,0,0,0,0,0
"11181","segregate",1,0,1,0,0,1,0,0
"11182","segregated",0,0,0,0,0,0,0,0
"11183","segregation",0,0,0,0,0,0,0,0
"11184","seize",0,0,0,1,0,0,0,0
"11185","seizure",0,0,0,1,0,0,0,0
"11186","seldom",0,0,0,0,0,0,0,0
"11187","select",0,0,0,0,0,0,0,0
"11188","selection",0,0,0,0,0,0,0,0
"11189","selfish",1,0,1,0,0,0,0,0
"11190","selfishness",0,0,0,0,0,0,0,0
"11191","sell",0,0,0,0,0,0,0,0
"11192","seller",0,0,0,0,0,0,0,0
"11193","semaphore",0,0,0,0,0,0,0,0
"11194","semblance",0,0,0,0,0,0,0,0
"11195","semen",0,0,0,0,0,0,0,0
"11196","semicolon",0,0,0,0,0,0,0,0
"11197","seminal",0,0,0,0,0,0,0,0
"11198","seminar",0,0,0,0,0,0,0,0
"11199","seminary",0,0,0,0,0,0,0,0
"11200","semiotics",0,0,0,0,0,0,0,0
"11201","senate",0,0,0,0,0,0,0,1
"11202","senator",0,0,0,0,0,0,0,0
"11203","send",0,0,0,0,0,0,0,0
"11204","senescence",0,0,0,0,0,0,0,0
"11205","senile",0,0,0,1,0,1,0,0
"11206","senior",0,0,0,0,0,0,0,0
"11207","seniority",0,0,0,0,0,0,0,1
"11208","sensation",0,0,0,0,0,0,0,0
"11209","sensational",0,0,0,0,1,0,0,0
"11210","sense",0,0,0,0,0,0,0,0
"11211","senseless",1,0,1,1,0,1,1,0
"11212","senses",0,0,0,0,0,0,0,0
"11213","sensibility",0,0,0,0,0,0,0,0
"11214","sensibly",0,0,0,0,0,0,0,0
"11215","sensitive",0,0,0,0,0,0,0,0
"11216","sensory",0,0,0,0,0,0,0,0
"11217","sensual",0,1,0,0,1,0,1,1
"11218","sensuality",0,1,0,0,1,0,0,0
"11219","sensuous",0,0,0,0,1,0,0,0
"11220","sentence",1,1,1,1,0,1,0,0
"11221","sentient",0,0,0,0,0,0,0,0
"11222","sentiment",0,0,0,0,0,0,0,0
"11223","sentimental",0,0,0,0,0,0,0,0
"11224","sentimentality",0,0,0,0,0,0,0,0
"11225","sentinel",0,0,0,0,0,0,0,1
"11226","sentry",0,0,0,0,0,0,0,1
"11227","separable",0,0,0,0,0,0,0,0
"11228","separate",0,0,0,0,0,0,0,0
"11229","separately",0,0,0,0,0,0,0,0
"11230","separation",0,0,0,0,0,0,0,0
"11231","separatist",1,0,1,0,0,0,0,0
"11232","sepia",0,0,0,0,0,0,0,0
"11233","sepsis",0,0,0,1,0,1,0,0
"11234","sept",0,0,0,0,0,0,0,0
"11235","septic",0,0,1,0,0,0,0,0
"11236","septum",0,0,0,0,0,0,0,0
"11237","sequel",0,1,0,0,0,0,0,0
"11238","sequence",0,0,0,0,0,0,0,0
"11239","sequent",0,0,0,0,0,0,0,0
"11240","sequestered",0,0,0,0,0,0,0,0
"11241","sequestration",0,0,0,0,0,1,0,0
"11242","serene",0,0,0,0,0,0,0,1
"11243","serenity",0,1,0,0,1,0,0,1
"11244","sergeant",0,0,0,0,0,0,0,0
"11245","serial",0,1,0,0,0,0,0,0
"11246","series",0,0,0,0,0,0,0,1
"11247","serif",0,0,0,0,0,0,0,0
"11248","seriousness",0,0,0,1,0,1,0,0
"11249","sermon",0,0,0,0,0,0,0,1
"11250","serpent",0,0,1,1,0,0,0,0
"11251","serpentine",0,0,0,0,0,0,0,0
"11252","serrated",0,0,0,0,0,0,0,0
"11253","serum",0,0,0,0,0,0,0,0
"11254","servant",0,0,0,0,0,0,0,1
"11255","serve",0,0,0,0,0,0,0,1
"11256","service",0,0,0,0,0,0,0,0
"11257","serviceable",0,0,0,0,0,0,0,0
"11258","servile",0,0,1,1,0,1,0,0
"11259","servitude",0,0,0,0,0,0,0,0
"11260","sess",0,0,0,0,0,0,0,0
"11261","session",0,0,0,0,0,0,0,0
"11262","sessions",0,0,0,0,0,0,0,0
"11263","set",0,0,0,0,0,0,0,0
"11264","setback",0,0,0,0,0,1,0,0
"11265","sett",0,0,0,0,0,0,0,0
"11266","setter",0,0,0,0,0,0,0,0
"11267","settle",0,0,0,0,0,0,0,0
"11268","settled",0,0,0,0,0,0,0,0
"11269","settler",0,0,0,0,0,0,0,0
"11270","settlor",0,0,0,1,0,0,0,0
"11271","seventh",0,0,0,0,0,0,0,0
"11272","seventy",0,0,0,0,0,0,0,0
"11273","sever",0,0,0,0,0,0,0,0
"11274","severable",0,0,0,0,0,0,0,0
"11275","severally",0,0,0,0,0,0,0,0
"11276","severance",0,0,0,0,0,1,0,0
"11277","severely",0,0,0,0,0,0,0,0
"11278","severity",0,0,0,0,0,0,0,0
"11279","sew",0,0,0,0,0,0,0,0
"11280","sewage",0,0,1,0,0,0,0,0
"11281","sewer",0,0,1,0,0,0,0,0
"11282","sewerage",0,0,1,0,0,0,0,0
"11283","sex",0,1,0,0,1,0,0,1
"11284","sexuality",0,0,0,0,0,0,0,0
"11285","sexy",0,0,0,0,0,0,0,0
"11286","shabby",0,0,1,0,0,0,0,0
"11287","shack",0,0,1,0,0,1,0,0
"11288","shackle",1,1,1,1,0,1,0,0
"11289","shade",0,0,0,0,0,0,0,0
"11290","shades",0,0,0,0,0,0,0,0
"11291","shading",0,0,0,0,0,0,0,0
"11292","shadow",0,0,0,0,0,0,0,0
"11293","shadowy",0,0,0,0,0,0,0,0
"11294","shady",0,0,0,1,0,0,0,0
"11295","shaft",0,0,0,0,0,0,0,0
"11296","shag",0,0,0,0,0,0,0,0
"11297","shaggy",0,0,0,0,0,0,0,0
"11298","shake",0,0,0,0,0,0,0,0
"11299","shaken",0,0,0,0,0,0,0,0
"11300","shaking",0,0,0,1,0,0,0,0
"11301","shaky",1,1,0,1,0,0,0,0
"11302","sham",1,0,1,0,0,0,0,0
"11303","shaman",0,0,0,0,0,0,0,0
"11304","shambles",0,0,0,0,0,0,0,0
"11305","shame",0,0,1,1,0,1,0,0
"11306","shameful",0,0,0,0,0,1,0,0
"11307","shameless",0,0,1,0,0,0,0,0
"11308","shanghai",0,0,1,1,0,0,0,0
"11309","shank",0,0,0,1,0,0,0,0
"11310","shanty",0,0,0,0,0,0,0,0
"11311","shape",0,0,0,0,0,0,0,0
"11312","shapely",0,0,0,0,0,0,0,0
"11313","share",0,1,0,0,1,0,0,1
"11314","shareholder",0,0,0,0,0,0,0,0
"11315","shark",0,0,0,0,0,0,0,0
"11316","sharpen",1,1,0,0,0,0,0,0
"11317","sharpened",0,0,0,0,0,0,0,0
"11318","sharpener",0,0,0,0,0,0,0,0
"11319","sharpness",0,0,0,0,0,0,0,0
"11320","shatter",1,0,0,1,0,1,1,0
"11321","shattered",0,0,0,0,0,1,0,0
"11322","shave",0,0,0,0,0,0,0,0
"11323","shaving",0,0,0,0,0,0,0,0
"11324","shawl",0,0,0,0,0,0,0,0
"11325","sheaf",0,0,0,0,0,0,0,0
"11326","shear",0,0,0,0,0,0,0,0
"11327","shears",0,0,0,0,0,0,0,0
"11328","sheath",0,0,0,0,0,0,0,0
"11329","sheathing",0,0,0,0,0,0,0,0
"11330","shed",0,0,0,0,0,0,0,0
"11331","sheen",0,0,0,0,0,0,0,0
"11332","sheep",0,0,0,0,0,0,0,0
"11333","sheer",0,0,0,0,0,0,0,0
"11334","sheet",0,0,0,0,0,0,0,0
"11335","shelf",0,0,0,0,0,0,0,0
"11336","shell",1,0,0,1,0,1,1,0
"11337","shellfish",0,0,0,0,0,0,0,0
"11338","shelter",0,0,0,0,0,0,0,1
"11339","shelved",0,0,0,0,0,0,0,0
"11340","shepherd",0,0,0,0,0,0,0,1
"11341","sheriff",0,0,0,0,0,0,0,1
"11342","sherry",0,0,0,0,0,0,0,0
"11343","shield",0,0,0,0,0,0,0,0
"11344","shift",0,0,0,0,0,0,0,0
"11345","shifting",0,0,0,0,0,0,0,0
"11346","shilling",0,0,0,0,0,0,0,0
"11347","shimmer",0,0,0,0,0,0,0,0
"11348","shin",0,0,0,0,0,0,0,0
"11349","shine",0,0,0,0,0,0,0,0
"11350","shingle",0,0,0,0,0,0,0,0
"11351","shining",0,1,0,0,1,0,0,0
"11352","shiny",0,0,0,0,0,0,0,0
"11353","ship",0,1,0,0,0,0,0,0
"11354","shipment",0,0,0,0,0,0,0,0
"11355","shipping",0,0,0,0,0,0,0,0
"11356","shipwreck",0,0,0,1,0,1,0,0
"11357","shire",0,0,0,0,0,0,0,0
"11358","shirt",0,0,0,0,0,0,0,0
"11359","shit",1,0,1,0,0,0,0,0
"11360","shiver",1,1,0,1,0,1,0,0
"11361","shivering",0,0,0,0,0,0,0,0
"11362","shoals",0,0,0,0,0,0,0,0
"11363","shock",1,0,0,1,0,0,1,0
"11364","shockingly",0,0,0,0,0,0,1,0
"11365","shoddy",1,0,1,0,0,0,0,0
"11366","shoe",0,0,0,0,0,0,0,0
"11367","shoemaker",0,0,0,0,0,0,0,0
"11368","shoot",1,0,0,1,0,0,0,0
"11369","shooter",0,0,0,1,0,0,0,0
"11370","shooting",1,0,0,1,0,0,0,0
"11371","shop",0,0,0,0,0,0,0,0
"11372","shopkeeper",0,0,0,0,0,0,0,1
"11373","shoplifting",1,0,1,0,0,0,0,0
"11374","shopping",0,1,0,0,1,0,1,1
"11375","shore",0,0,0,0,0,0,0,0
"11376","shorn",0,0,0,0,0,0,0,0
"11377","short",0,0,0,0,0,0,0,0
"11378","shortage",1,0,0,1,0,1,0,0
"11379","shortcoming",0,0,0,0,0,0,0,0
"11380","shorten",0,0,0,0,0,0,0,0
"11381","shortening",0,0,0,0,0,0,0,0
"11382","shorthand",0,0,0,0,0,0,0,0
"11383","shortly",0,1,0,0,0,0,0,0
"11384","shortness",0,0,0,0,0,0,0,0
"11385","shorts",0,0,0,0,0,0,0,0
"11386","shot",1,0,0,1,0,1,1,0
"11387","shotgun",0,0,0,0,0,0,0,0
"11388","shoulder",0,0,0,0,0,0,0,1
"11389","shout",1,0,0,0,0,0,1,0
"11390","shove",1,0,0,0,0,0,0,0
"11391","shovel",0,0,0,0,0,0,0,0
"11392","shoveling",0,0,0,0,0,0,0,0
"11393","show",0,0,0,0,0,0,0,1
"11394","shower",0,0,0,0,0,0,0,0
"11395","showing",0,0,0,0,0,0,0,0
"11396","showy",0,0,0,0,0,0,0,0
"11397","shrapnel",0,0,0,1,0,0,0,0
"11398","shred",0,0,0,0,0,0,0,0
"11399","shrewd",0,0,0,0,0,0,0,0
"11400","shriek",1,0,0,1,0,1,1,0
"11401","shrill",1,0,0,1,0,0,1,0
"11402","shrimp",0,0,0,0,0,0,0,0
"11403","shrine",0,0,0,0,0,0,0,0
"11404","shrink",0,0,0,1,0,1,0,0
"11405","shrinking",0,0,0,0,0,0,0,0
"11406","shroud",0,0,0,0,0,1,0,0
"11407","shrub",0,0,0,0,0,0,0,0
"11408","shrubbery",0,0,0,0,0,0,0,0
"11409","shrug",0,0,0,0,0,0,0,0
"11410","shrunk",0,0,0,0,0,0,0,0
"11411","shudder",0,0,0,1,0,0,0,0
"11412","shuffle",0,0,0,0,0,0,0,0
"11413","shuffling",0,0,0,0,0,0,0,0
"11414","shun",1,0,1,0,0,1,0,0
"11415","shunt",0,0,0,0,0,0,0,0
"11416","shut",0,0,0,0,0,0,0,0
"11417","shutter",0,0,0,0,0,0,0,0
"11418","shuttle",0,0,0,0,0,0,0,0
"11419","sib",0,0,0,0,0,0,0,1
"11420","sic",0,0,0,0,0,0,0,0
"11421","sick",0,0,1,0,0,1,0,0
"11422","sickening",1,0,1,1,0,1,0,0
"11423","sickle",0,0,0,0,0,0,0,0
"11424","sickly",0,0,1,0,0,1,0,0
"11425","sickness",0,0,1,1,0,1,0,0
"11426","side",0,0,0,0,0,0,0,0
"11427","sideboard",0,0,0,0,0,0,0,0
"11428","sidestep",0,0,0,0,0,0,0,0
"11429","sideways",0,0,0,0,0,0,0,0
"11430","siege",0,0,0,0,0,0,0,0
"11431","siesta",0,0,0,0,0,0,0,0
"11432","sieve",0,0,0,0,0,0,0,0
"11433","sifting",0,0,0,0,0,0,0,0
"11434","sigh",0,0,0,0,0,0,0,0
"11435","sight",0,0,0,0,0,0,0,0
"11436","sign",0,0,0,0,0,0,0,0
"11437","signal",0,0,0,0,0,0,0,0
"11438","signature",0,0,0,0,0,0,0,1
"11439","significance",0,0,0,0,0,0,0,0
"11440","significant",0,0,0,0,0,0,0,0
"11441","signification",0,0,0,0,0,0,0,0
"11442","signify",0,1,0,0,0,0,0,0
"11443","signpost",0,0,0,0,0,0,0,0
"11444","silent",0,0,0,0,0,0,0,0
"11445","silently",0,0,0,0,0,0,0,0
"11446","silhouette",0,0,0,0,0,0,0,0
"11447","silk",0,0,0,0,0,0,0,0
"11448","silken",0,0,0,0,0,0,0,0
"11449","silky",0,0,0,0,0,0,0,0
"11450","sill",0,0,0,0,0,0,0,0
"11451","silliness",0,0,0,0,0,0,0,0
"11452","silly",0,0,0,0,1,0,0,0
"11453","silt",0,0,0,0,0,0,0,0
"11454","silver",0,0,0,0,0,0,0,0
"11455","silvery",0,0,0,0,0,0,0,0
"11456","similar",0,0,0,0,0,0,0,0
"11457","similarity",0,0,0,0,0,0,0,0
"11458","simile",0,0,0,0,0,0,0,0
"11459","simmer",1,1,0,0,0,0,0,0
"11460","simmering",0,1,0,0,0,0,0,0
"11461","simple",0,0,0,0,0,0,0,0
"11462","simples",0,0,0,0,0,0,0,0
"11463","simplify",0,1,0,0,1,0,1,1
"11464","simply",0,0,0,0,0,0,0,0
"11465","simulate",0,0,0,0,0,0,0,0
"11466","simulated",0,0,0,0,0,0,0,0
"11467","simulating",0,0,0,0,0,0,0,0
"11468","simulation",0,0,0,0,0,0,0,0
"11469","simultaneous",0,0,0,0,0,0,0,0
"11470","simultaneously",0,0,0,0,0,0,0,0
"11471","sin",1,0,1,1,0,1,0,0
"11472","sincere",0,0,0,0,0,0,0,1
"11473","sincerity",0,0,0,0,0,0,0,0
"11474","sinful",1,0,1,1,0,1,0,0
"11475","sing",0,1,0,0,1,1,0,1
"11476","singer",0,0,0,0,0,0,0,0
"11477","single",0,0,0,0,0,0,0,0
"11478","singly",0,0,0,0,0,0,0,0
"11479","singular",0,0,0,0,0,0,0,0
"11480","singularity",0,0,0,0,0,0,0,0
"11481","singularly",0,0,0,0,0,0,1,0
"11482","sinister",1,0,1,1,0,0,0,0
"11483","sink",0,0,0,0,0,0,0,0
"11484","sinner",1,0,1,1,0,1,0,0
"11485","sinning",0,0,1,0,0,0,0,0
"11486","sinus",0,0,0,0,0,0,0,0
"11487","sip",0,0,0,0,0,0,0,0
"11488","siphon",0,0,0,0,0,0,0,0
"11489","sir",0,0,0,0,0,0,0,1
"11490","sire",0,0,0,0,0,0,0,0
"11491","siren",0,0,0,1,0,0,0,0
"11492","sissy",0,0,0,0,0,0,0,0
"11493","sister",0,0,0,0,0,0,0,0
"11494","sisterhood",1,0,0,0,0,1,1,1
"11495","site",0,0,0,0,0,0,0,0
"11496","sith",0,0,0,0,0,0,0,0
"11497","sitting",0,0,0,0,0,0,0,0
"11498","situate",0,0,0,0,0,0,0,0
"11499","situated",0,0,0,0,0,0,0,0
"11500","situation",0,0,0,0,0,0,0,0
"11501","sixth",0,0,0,0,0,0,0,0
"11502","sixty",0,0,0,0,0,0,0,0
"11503","size",0,0,0,0,0,0,0,0
"11504","sizzle",1,0,0,0,0,0,0,0
"11505","skate",0,0,0,0,0,0,0,0
"11506","skating",0,0,0,0,0,0,0,0
"11507","skein",0,0,0,0,0,0,0,0
"11508","skeleton",0,0,0,0,0,0,0,0
"11509","skeptic",0,0,0,0,0,0,0,0
"11510","skeptical",0,0,0,0,0,0,0,0
"11511","skepticism",0,0,0,0,0,0,0,0
"11512","sketch",0,0,0,0,0,0,0,0
"11513","sketchy",0,0,0,0,0,0,0,0
"11514","skewed",1,1,0,0,0,0,0,0
"11515","skewer",0,0,0,0,0,0,0,0
"11516","ski",0,0,0,0,0,0,0,0
"11517","skid",1,0,0,1,0,1,0,0
"11518","skiff",0,0,0,0,0,0,0,0
"11519","skill",0,0,0,0,0,0,0,0
"11520","skilled",0,0,0,0,0,0,0,0
"11521","skillet",0,0,0,0,0,0,0,0
"11522","skillful",0,0,0,0,0,0,0,1
"11523","skim",0,0,0,0,0,0,0,0
"11524","skin",0,0,0,0,0,0,0,0
"11525","skinny",0,0,0,0,0,0,0,0
"11526","skip",0,0,0,0,0,0,0,0
"11527","skipper",0,0,0,0,0,0,0,0
"11528","skirmish",1,0,0,0,0,0,0,0
"11529","skirt",0,0,0,0,0,0,0,0
"11530","skirting",0,0,0,0,0,0,0,0
"11531","skirts",0,0,0,0,0,0,0,0
"11532","skit",0,0,0,0,0,0,0,0
"11533","skull",0,0,0,0,0,0,0,0
"11534","skunk",0,0,0,0,0,0,0,0
"11535","sky",0,0,0,0,0,0,0,0
"11536","skyscraper",0,0,0,0,0,0,0,0
"11537","slab",0,0,0,0,0,0,0,0
"11538","slack",0,0,0,0,0,0,0,0
"11539","slag",0,0,0,0,0,0,0,0
"11540","slam",1,0,0,1,0,0,1,0
"11541","slander",1,0,1,0,0,0,0,0
"11542","slanderous",0,0,0,0,0,0,0,0
"11543","slang",0,0,0,0,0,0,0,0
"11544","slant",0,0,0,0,0,0,0,0
"11545","slap",1,0,0,0,0,0,1,0
"11546","slash",1,0,0,0,0,0,0,0
"11547","slashes",0,0,0,0,0,0,0,0
"11548","slate",0,0,0,0,0,0,0,0
"11549","slates",0,0,0,0,0,0,0,0
"11550","slaughter",1,0,1,1,0,1,1,0
"11551","slaughterhouse",1,0,1,1,0,1,0,0
"11552","slaughtering",1,0,1,1,0,1,1,0
"11553","slave",1,0,0,1,0,1,0,0
"11554","slavery",1,0,1,1,0,1,0,0
"11555","slay",1,0,0,0,0,0,0,0
"11556","slayer",1,0,1,1,0,1,1,0
"11557","sledge",0,0,0,0,0,0,0,0
"11558","sleek",0,0,0,0,0,0,0,0
"11559","sleep",0,0,0,0,0,0,0,0
"11560","sleeper",0,0,0,0,0,0,0,0
"11561","sleeping",0,0,0,0,0,0,0,0
"11562","sleeplessness",0,0,0,0,0,0,0,0
"11563","sleepy",0,0,0,0,0,0,0,0
"11564","sleet",0,0,0,0,0,0,0,0
"11565","sleeve",0,0,0,0,0,0,0,0
"11566","sleeveless",0,0,0,0,0,0,0,0
"11567","sleigh",0,0,0,0,0,0,0,0
"11568","sleight",0,0,0,0,0,0,0,0
"11569","slender",0,0,0,0,0,0,0,0
"11570","sleuth",0,0,0,0,0,0,0,0
"11571","slice",0,0,0,0,0,0,0,0
"11572","slick",0,0,0,0,0,0,0,0
"11573","slide",0,0,0,0,0,0,0,0
"11574","sliding",0,0,0,0,0,0,0,0
"11575","slight",0,0,0,0,0,0,0,0
"11576","slightly",0,0,0,0,0,0,0,0
"11577","slim",0,0,0,0,0,0,0,0
"11578","slime",0,0,1,0,0,0,0,0
"11579","slimy",0,0,1,0,0,0,0,0
"11580","sling",0,0,0,0,0,0,0,0
"11581","slink",0,0,0,0,0,0,0,0
"11582","slip",0,0,0,0,0,0,1,0
"11583","slipper",0,0,0,0,0,0,0,0
"11584","slippers",0,0,0,0,0,0,0,0
"11585","slit",0,0,0,0,0,0,0,0
"11586","sliver",0,0,0,0,0,0,0,0
"11587","slogan",0,0,0,0,0,0,0,0
"11588","sloop",0,0,0,0,0,0,0,0
"11589","slop",0,0,1,0,0,0,0,0
"11590","slope",0,0,0,0,0,0,0,0
"11591","sloppy",0,0,1,0,0,0,0,0
"11592","slot",0,0,0,0,0,0,0,0
"11593","sloth",0,0,1,0,0,0,0,0
"11594","slouch",0,0,0,0,0,0,0,0
"11595","slough",0,0,0,0,0,0,0,0
"11596","slow",0,0,0,0,0,0,0,0
